task_a_id,task_b_id,task_a_subject,task_b_subject,order,choice,raw_response,success,error,response_time,api_call_id,timestamp,winner_id,winner_subject
14,19,electrical_engineering,high_school_chemistry,AB,A,A,True,,0.2450563907623291,209,2025-07-20T02:47:39.290183,14,electrical_engineering
19,14,high_school_chemistry,electrical_engineering,BA,A,A,True,,0.2903134822845459,210,2025-07-20T02:47:39.580522,19,high_school_chemistry
15,16,elementary_mathematics,formal_logic,AB,A,A,True,,0.3541536331176758,211,2025-07-20T02:47:39.934703,15,elementary_mathematics
16,15,formal_logic,elementary_mathematics,BA,A,A,True,,0.24722647666931152,212,2025-07-20T02:47:40.181956,16,formal_logic
15,16,elementary_mathematics,formal_logic,AB,A,A,True,,0.3675041198730469,213,2025-07-20T02:47:40.549491,15,elementary_mathematics
16,15,formal_logic,elementary_mathematics,BA,A,A,True,,0.23846435546875,214,2025-07-20T02:47:40.787995,16,formal_logic
15,17,elementary_mathematics,global_facts,AB,A,A,True,,0.4485616683959961,215,2025-07-20T02:47:41.236589,15,elementary_mathematics
17,15,global_facts,elementary_mathematics,BA,A,A,True,,0.2064988613128662,216,2025-07-20T02:47:41.443119,17,global_facts
15,17,elementary_mathematics,global_facts,AB,A,A,True,,0.24394011497497559,217,2025-07-20T02:47:41.687086,15,elementary_mathematics
17,15,global_facts,elementary_mathematics,BA,A,A,True,,0.3024253845214844,218,2025-07-20T02:47:41.989541,17,global_facts
15,18,elementary_mathematics,high_school_biology,AB,A,A,True,,0.28424978256225586,219,2025-07-20T02:47:42.273827,15,elementary_mathematics
18,15,high_school_biology,elementary_mathematics,BA,B,B,True,,0.22880053520202637,220,2025-07-20T02:47:42.502660,15,elementary_mathematics
15,19,elementary_mathematics,high_school_chemistry,AB,A,A,True,,0.30680084228515625,221,2025-07-20T02:47:42.809486,15,elementary_mathematics
19,15,high_school_chemistry,elementary_mathematics,BA,B,B,True,,0.2606837749481201,222,2025-07-20T02:47:43.070201,15,elementary_mathematics
15,20,elementary_mathematics,high_school_computer_science,AB,A,A,True,,0.31636953353881836,223,2025-07-20T02:47:43.386607,15,elementary_mathematics
20,15,high_school_computer_science,elementary_mathematics,BA,A,A,True,,1.2162201404571533,224,2025-07-20T02:47:44.602861,20,high_school_computer_science
16,17,formal_logic,global_facts,AB,A,A,True,,0.2388603687286377,225,2025-07-20T02:47:44.841758,16,formal_logic
17,16,global_facts,formal_logic,BA,A,A,True,,0.2178056240081787,226,2025-07-20T02:47:45.059594,17,global_facts
16,17,formal_logic,global_facts,AB,A,A,True,,0.26514673233032227,227,2025-07-20T02:47:45.324768,16,formal_logic
17,16,global_facts,formal_logic,BA,A,A,True,,0.32976722717285156,228,2025-07-20T02:47:45.654561,17,global_facts
16,18,formal_logic,high_school_biology,AB,A,A,True,,0.30222344398498535,229,2025-07-20T02:47:45.956813,16,formal_logic
18,16,high_school_biology,formal_logic,BA,B,B,True,,0.3486137390136719,230,2025-07-20T02:47:46.305458,16,formal_logic
16,18,formal_logic,high_school_biology,AB,A,A,True,,0.2939620018005371,231,2025-07-20T02:47:46.599454,16,formal_logic
18,16,high_school_biology,formal_logic,BA,B,B,True,,0.3285691738128662,232,2025-07-20T02:47:46.928055,16,formal_logic
16,19,formal_logic,high_school_chemistry,AB,A,A,True,,0.2764549255371094,233,2025-07-20T02:47:47.204542,16,formal_logic
19,16,high_school_chemistry,formal_logic,BA,B,B,True,,0.24440431594848633,234,2025-07-20T02:47:47.448981,16,formal_logic
16,20,formal_logic,high_school_computer_science,AB,A,A,True,,0.25904178619384766,235,2025-07-20T02:47:47.708054,16,formal_logic
20,16,high_school_computer_science,formal_logic,BA,A,A,True,,0.3565211296081543,236,2025-07-20T02:47:48.064603,20,high_school_computer_science
16,21,formal_logic,high_school_european_history,AB,A,A,True,,0.26233649253845215,237,2025-07-20T02:47:48.326970,16,formal_logic
21,16,high_school_european_history,formal_logic,BA,B,B,True,,0.3206021785736084,238,2025-07-20T02:47:48.647607,16,formal_logic
17,18,global_facts,high_school_biology,AB,A,A,True,,0.31256747245788574,239,2025-07-20T02:47:48.960208,17,global_facts
18,17,high_school_biology,global_facts,BA,B,B,True,,0.27480077743530273,240,2025-07-20T02:47:49.235042,17,global_facts
17,18,global_facts,high_school_biology,AB,A,A,True,,0.3594086170196533,241,2025-07-20T02:47:49.594487,17,global_facts
18,17,high_school_biology,global_facts,BA,B,B,True,,0.2783322334289551,242,2025-07-20T02:47:49.872854,17,global_facts
17,19,global_facts,high_school_chemistry,AB,A,A,True,,0.2675800323486328,243,2025-07-20T02:47:50.140464,17,global_facts
19,17,high_school_chemistry,global_facts,BA,B,B,True,,0.320941686630249,244,2025-07-20T02:47:50.461431,17,global_facts
17,19,global_facts,high_school_chemistry,AB,A,A,True,,0.22583580017089844,245,2025-07-20T02:47:50.687292,17,global_facts
19,17,high_school_chemistry,global_facts,BA,B,B,True,,0.2232496738433838,246,2025-07-20T02:47:50.910573,17,global_facts
17,20,global_facts,high_school_computer_science,AB,A,A,True,,0.27814221382141113,247,2025-07-20T02:47:51.188752,17,global_facts
20,17,high_school_computer_science,global_facts,BA,A,A,True,,0.3117945194244385,248,2025-07-20T02:47:51.500577,20,high_school_computer_science
17,21,global_facts,high_school_european_history,AB,A,A,True,,0.26117610931396484,249,2025-07-20T02:47:51.761782,17,global_facts
21,17,high_school_european_history,global_facts,BA,B,B,True,,0.387958288192749,250,2025-07-20T02:47:52.149773,17,global_facts
17,22,global_facts,high_school_geography,AB,A,A,True,,0.2591068744659424,251,2025-07-20T02:47:52.408913,17,global_facts
22,17,high_school_geography,global_facts,BA,B,B,True,,0.29176807403564453,252,2025-07-20T02:47:52.700708,17,global_facts
18,19,high_school_biology,high_school_chemistry,AB,A,A,True,,0.23917174339294434,253,2025-07-20T02:47:52.939907,18,high_school_biology
19,18,high_school_chemistry,high_school_biology,BA,B,B,True,,0.2806262969970703,254,2025-07-20T02:47:53.220562,18,high_school_biology
18,19,high_school_biology,high_school_chemistry,AB,A,A,True,,0.6085267066955566,255,2025-07-20T02:47:53.829129,18,high_school_biology
19,18,high_school_chemistry,high_school_biology,BA,B,B,True,,0.23094487190246582,256,2025-07-20T02:47:54.060109,18,high_school_biology
18,20,high_school_biology,high_school_computer_science,AB,B,B,True,,0.23977136611938477,257,2025-07-20T02:47:54.299916,20,high_school_computer_science
20,18,high_school_computer_science,high_school_biology,BA,A,A,True,,0.3481101989746094,258,2025-07-20T02:47:54.648062,20,high_school_computer_science
18,20,high_school_biology,high_school_computer_science,AB,B,B,True,,0.2520864009857178,259,2025-07-20T02:47:54.900186,20,high_school_computer_science
20,18,high_school_computer_science,high_school_biology,BA,A,A,True,,0.2190999984741211,260,2025-07-20T02:47:55.119321,20,high_school_computer_science
18,21,high_school_biology,high_school_european_history,AB,A,A,True,,0.2872753143310547,261,2025-07-20T02:47:55.406627,18,high_school_biology
21,18,high_school_european_history,high_school_biology,BA,A,A,True,,0.350999116897583,262,2025-07-20T02:47:55.757673,21,high_school_european_history
18,22,high_school_biology,high_school_geography,AB,A,A,True,,0.30475282669067383,263,2025-07-20T02:47:56.062465,18,high_school_biology
22,18,high_school_geography,high_school_biology,BA,B,B,True,,0.24399805068969727,264,2025-07-20T02:47:56.306496,18,high_school_biology
18,23,high_school_biology,high_school_government_and_politics,AB,B,B,True,,0.3538546562194824,265,2025-07-20T02:47:56.660386,23,high_school_government_and_politics
23,18,high_school_government_and_politics,high_school_biology,BA,A,A,True,,0.3013780117034912,266,2025-07-20T02:47:56.961800,23,high_school_government_and_politics
19,20,high_school_chemistry,high_school_computer_science,AB,B,B,True,,0.22259807586669922,267,2025-07-20T02:47:57.184436,20,high_school_computer_science
20,19,high_school_computer_science,high_school_chemistry,BA,A,A,True,,0.2187211513519287,268,2025-07-20T02:47:57.403198,20,high_school_computer_science
19,20,high_school_chemistry,high_school_computer_science,AB,B,B,True,,0.3228724002838135,269,2025-07-20T02:47:57.726101,20,high_school_computer_science
20,19,high_school_computer_science,high_school_chemistry,BA,A,A,True,,0.20446467399597168,270,2025-07-20T02:47:57.930598,20,high_school_computer_science
19,21,high_school_chemistry,high_school_european_history,AB,A,A,True,,0.26964807510375977,271,2025-07-20T02:47:58.200272,19,high_school_chemistry
21,19,high_school_european_history,high_school_chemistry,BA,A,A,True,,0.4386615753173828,272,2025-07-20T02:47:58.638963,21,high_school_european_history
19,21,high_school_chemistry,high_school_european_history,AB,A,A,True,,0.2610757350921631,273,2025-07-20T02:47:58.900072,19,high_school_chemistry
21,19,high_school_european_history,high_school_chemistry,BA,A,A,True,,0.9517951011657715,274,2025-07-20T02:47:59.851898,21,high_school_european_history
19,22,high_school_chemistry,high_school_geography,AB,A,A,True,,0.21074724197387695,275,2025-07-20T02:48:00.062680,19,high_school_chemistry
22,19,high_school_geography,high_school_chemistry,BA,B,B,True,,0.26693272590637207,276,2025-07-20T02:48:00.329669,19,high_school_chemistry
19,23,high_school_chemistry,high_school_government_and_politics,AB,A,A,True,,0.21754789352416992,277,2025-07-20T02:48:00.547247,19,high_school_chemistry
23,19,high_school_government_and_politics,high_school_chemistry,BA,A,A,True,,0.29311561584472656,278,2025-07-20T02:48:00.840387,23,high_school_government_and_politics
19,24,high_school_chemistry,high_school_macroeconomics,AB,A,A,True,,0.39722537994384766,279,2025-07-20T02:48:01.237640,19,high_school_chemistry
24,19,high_school_macroeconomics,high_school_chemistry,BA,A,A,True,,0.2812492847442627,280,2025-07-20T02:48:01.518936,24,high_school_macroeconomics
20,21,high_school_computer_science,high_school_european_history,AB,A,A,True,,0.20860886573791504,281,2025-07-20T02:48:01.727576,20,high_school_computer_science
21,20,high_school_european_history,high_school_computer_science,BA,A,A,True,,0.2795872688293457,282,2025-07-20T02:48:02.007196,21,high_school_european_history
20,21,high_school_computer_science,high_school_european_history,AB,A,A,True,,0.31114983558654785,283,2025-07-20T02:48:02.318380,20,high_school_computer_science
21,20,high_school_european_history,high_school_computer_science,BA,A,A,True,,0.27338123321533203,284,2025-07-20T02:48:02.591798,21,high_school_european_history
20,22,high_school_computer_science,high_school_geography,AB,A,A,True,,0.21616506576538086,285,2025-07-20T02:48:02.807999,20,high_school_computer_science
22,20,high_school_geography,high_school_computer_science,BA,B,B,True,,0.25629305839538574,286,2025-07-20T02:48:03.064323,20,high_school_computer_science
20,22,high_school_computer_science,high_school_geography,AB,A,A,True,,0.2077491283416748,287,2025-07-20T02:48:03.272097,20,high_school_computer_science
22,20,high_school_geography,high_school_computer_science,BA,B,B,True,,0.2388749122619629,288,2025-07-20T02:48:03.510996,20,high_school_computer_science
20,23,high_school_computer_science,high_school_government_and_politics,AB,A,A,True,,0.25974106788635254,289,2025-07-20T02:48:03.770767,20,high_school_computer_science
23,20,high_school_government_and_politics,high_school_computer_science,BA,A,A,True,,0.4425218105316162,290,2025-07-20T02:48:04.213326,23,high_school_government_and_politics
20,24,high_school_computer_science,high_school_macroeconomics,AB,A,A,True,,0.22777676582336426,291,2025-07-20T02:48:04.441137,20,high_school_computer_science
24,20,high_school_macroeconomics,high_school_computer_science,BA,B,B,True,,0.2914116382598877,292,2025-07-20T02:48:04.732584,20,high_school_computer_science
20,25,high_school_computer_science,high_school_mathematics,AB,A,A,True,,0.3746638298034668,293,2025-07-20T02:48:05.107282,20,high_school_computer_science
25,20,high_school_mathematics,high_school_computer_science,BA,A,A,True,,0.2675962448120117,294,2025-07-20T02:48:05.374914,25,high_school_mathematics
21,22,high_school_european_history,high_school_geography,AB,A,A,True,,0.31190037727355957,295,2025-07-20T02:48:05.686849,21,high_school_european_history
22,21,high_school_geography,high_school_european_history,BA,B,B,True,,0.4268014430999756,296,2025-07-20T02:48:06.113678,21,high_school_european_history
21,22,high_school_european_history,high_school_geography,AB,A,A,True,,0.2927522659301758,297,2025-07-20T02:48:06.406460,21,high_school_european_history
22,21,high_school_geography,high_school_european_history,BA,B,B,True,,0.2692441940307617,298,2025-07-20T02:48:06.675741,21,high_school_european_history
21,23,high_school_european_history,high_school_government_and_politics,AB,A,A,True,,0.3178119659423828,299,2025-07-20T02:48:06.993591,21,high_school_european_history
23,21,high_school_government_and_politics,high_school_european_history,BA,A,A,True,,0.28156399726867676,300,2025-07-20T02:48:07.275193,23,high_school_government_and_politics
21,23,high_school_european_history,high_school_government_and_politics,AB,A,A,True,,0.24377989768981934,301,2025-07-20T02:48:07.519101,21,high_school_european_history
23,21,high_school_government_and_politics,high_school_european_history,BA,A,A,True,,0.20220327377319336,302,2025-07-20T02:48:07.721338,23,high_school_government_and_politics
21,24,high_school_european_history,high_school_macroeconomics,AB,A,A,True,,0.3197033405303955,303,2025-07-20T02:48:08.041080,21,high_school_european_history
24,21,high_school_macroeconomics,high_school_european_history,BA,A,A,True,,0.25783872604370117,304,2025-07-20T02:48:08.298950,24,high_school_macroeconomics
21,25,high_school_european_history,high_school_mathematics,AB,A,A,True,,1.1850976943969727,305,2025-07-20T02:48:09.484077,21,high_school_european_history
25,21,high_school_mathematics,high_school_european_history,BA,A,A,True,,0.30920863151550293,306,2025-07-20T02:48:09.793324,25,high_school_mathematics
21,26,high_school_european_history,high_school_microeconomics,AB,A,A,True,,0.2748606204986572,307,2025-07-20T02:48:10.068218,21,high_school_european_history
26,21,high_school_microeconomics,high_school_european_history,BA,A,A,True,,0.22196745872497559,308,2025-07-20T02:48:10.290221,26,high_school_microeconomics
22,23,high_school_geography,high_school_government_and_politics,AB,B,B,True,,1.250748872756958,309,2025-07-20T02:48:11.541000,23,high_school_government_and_politics
23,22,high_school_government_and_politics,high_school_geography,BA,A,A,True,,0.3388099670410156,310,2025-07-20T02:48:11.879846,23,high_school_government_and_politics
22,23,high_school_geography,high_school_government_and_politics,AB,B,B,True,,0.27524781227111816,311,2025-07-20T02:48:12.155129,23,high_school_government_and_politics
23,22,high_school_government_and_politics,high_school_geography,BA,A,A,True,,0.29428982734680176,312,2025-07-20T02:48:12.449453,23,high_school_government_and_politics
22,24,high_school_geography,high_school_macroeconomics,AB,A,A,True,,0.21900272369384766,313,2025-07-20T02:48:12.668490,22,high_school_geography
24,22,high_school_macroeconomics,high_school_geography,BA,A,A,True,,0.24768829345703125,314,2025-07-20T02:48:12.916213,24,high_school_macroeconomics
22,24,high_school_geography,high_school_macroeconomics,AB,A,A,True,,0.2263782024383545,315,2025-07-20T02:48:13.142625,22,high_school_geography
24,22,high_school_macroeconomics,high_school_geography,BA,A,A,True,,0.27562499046325684,316,2025-07-20T02:48:13.418281,24,high_school_macroeconomics
22,25,high_school_geography,high_school_mathematics,AB,B,B,True,,0.33920764923095703,317,2025-07-20T02:48:13.757514,25,high_school_mathematics
25,22,high_school_mathematics,high_school_geography,BA,A,A,True,,0.34091997146606445,318,2025-07-20T02:48:14.098465,25,high_school_mathematics
22,26,high_school_geography,high_school_microeconomics,AB,B,B,True,,0.23903155326843262,319,2025-07-20T02:48:14.337532,26,high_school_microeconomics
26,22,high_school_microeconomics,high_school_geography,BA,A,A,True,,0.28412890434265137,320,2025-07-20T02:48:14.621694,26,high_school_microeconomics
22,27,high_school_geography,high_school_physics,AB,B,B,True,,0.24383068084716797,321,2025-07-20T02:48:14.865559,27,high_school_physics
27,22,high_school_physics,high_school_geography,BA,A,A,True,,0.3007950782775879,322,2025-07-20T02:48:15.166389,27,high_school_physics
23,24,high_school_government_and_politics,high_school_macroeconomics,AB,A,A,True,,0.2416093349456787,323,2025-07-20T02:48:15.408033,23,high_school_government_and_politics
24,23,high_school_macroeconomics,high_school_government_and_politics,BA,B,B,True,,0.26370668411254883,324,2025-07-20T02:48:15.671776,23,high_school_government_and_politics
23,24,high_school_government_and_politics,high_school_macroeconomics,AB,A,A,True,,0.25572896003723145,325,2025-07-20T02:48:15.927537,23,high_school_government_and_politics
24,23,high_school_macroeconomics,high_school_government_and_politics,BA,B,B,True,,0.28691768646240234,326,2025-07-20T02:48:16.214484,23,high_school_government_and_politics
23,25,high_school_government_and_politics,high_school_mathematics,AB,A,A,True,,0.3154408931732178,327,2025-07-20T02:48:16.529952,23,high_school_government_and_politics
25,23,high_school_mathematics,high_school_government_and_politics,BA,A,A,True,,0.29392552375793457,328,2025-07-20T02:48:16.823904,25,high_school_mathematics
23,25,high_school_government_and_politics,high_school_mathematics,AB,A,A,True,,0.2987935543060303,329,2025-07-20T02:48:17.122735,23,high_school_government_and_politics
25,23,high_school_mathematics,high_school_government_and_politics,BA,A,A,True,,0.22386717796325684,330,2025-07-20T02:48:17.346637,25,high_school_mathematics
23,26,high_school_government_and_politics,high_school_microeconomics,AB,A,A,True,,0.33678412437438965,331,2025-07-20T02:48:17.683454,23,high_school_government_and_politics
26,23,high_school_microeconomics,high_school_government_and_politics,BA,A,A,True,,0.2624967098236084,332,2025-07-20T02:48:17.945980,26,high_school_microeconomics
23,27,high_school_government_and_politics,high_school_physics,AB,A,A,True,,0.30097460746765137,333,2025-07-20T02:48:18.246989,23,high_school_government_and_politics
27,23,high_school_physics,high_school_government_and_politics,BA,B,B,True,,0.35713744163513184,334,2025-07-20T02:48:18.604160,23,high_school_government_and_politics
23,28,high_school_government_and_politics,high_school_psychology,AB,A,A,True,,0.27194929122924805,335,2025-07-20T02:48:18.876140,23,high_school_government_and_politics
28,23,high_school_psychology,high_school_government_and_politics,BA,B,B,True,,0.21519231796264648,336,2025-07-20T02:48:19.091358,23,high_school_government_and_politics
24,25,high_school_macroeconomics,high_school_mathematics,AB,B,B,True,,0.3358747959136963,337,2025-07-20T02:48:19.427265,25,high_school_mathematics
25,24,high_school_mathematics,high_school_macroeconomics,BA,A,A,True,,0.36200785636901855,338,2025-07-20T02:48:19.789311,25,high_school_mathematics
24,25,high_school_macroeconomics,high_school_mathematics,AB,B,B,True,,0.34363889694213867,339,2025-07-20T02:48:20.132984,25,high_school_mathematics
25,24,high_school_mathematics,high_school_macroeconomics,BA,A,A,True,,0.24155926704406738,340,2025-07-20T02:48:20.374579,25,high_school_mathematics
24,26,high_school_macroeconomics,high_school_microeconomics,AB,B,B,True,,0.2908477783203125,341,2025-07-20T02:48:20.665463,26,high_school_microeconomics
26,24,high_school_microeconomics,high_school_macroeconomics,BA,A,A,True,,0.2680320739746094,342,2025-07-20T02:48:20.933527,26,high_school_microeconomics
24,26,high_school_macroeconomics,high_school_microeconomics,AB,B,B,True,,0.2964801788330078,343,2025-07-20T02:48:21.230037,26,high_school_microeconomics
26,24,high_school_microeconomics,high_school_macroeconomics,BA,A,A,True,,0.28986454010009766,344,2025-07-20T02:48:21.519927,26,high_school_microeconomics
24,27,high_school_macroeconomics,high_school_physics,AB,A,A,True,,0.2737717628479004,345,2025-07-20T02:48:21.793728,24,high_school_macroeconomics
27,24,high_school_physics,high_school_macroeconomics,BA,A,A,True,,0.21699118614196777,346,2025-07-20T02:48:22.010757,27,high_school_physics
24,28,high_school_macroeconomics,high_school_psychology,AB,B,B,True,,0.23874783515930176,347,2025-07-20T02:48:22.249542,28,high_school_psychology
28,24,high_school_psychology,high_school_macroeconomics,BA,A,A,True,,0.29042744636535645,348,2025-07-20T02:48:22.540005,28,high_school_psychology
24,29,high_school_macroeconomics,high_school_statistics,AB,B,B,True,,0.2569139003753662,349,2025-07-20T02:48:22.796952,29,high_school_statistics
29,24,high_school_statistics,high_school_macroeconomics,BA,A,A,True,,0.30811023712158203,350,2025-07-20T02:48:23.105101,29,high_school_statistics
25,26,high_school_mathematics,high_school_microeconomics,AB,A,A,True,,0.3018648624420166,351,2025-07-20T02:48:23.407002,25,high_school_mathematics
26,25,high_school_microeconomics,high_school_mathematics,BA,A,A,True,,0.29300975799560547,352,2025-07-20T02:48:23.700042,26,high_school_microeconomics
25,26,high_school_mathematics,high_school_microeconomics,AB,A,A,True,,0.3640310764312744,353,2025-07-20T02:48:24.064099,25,high_school_mathematics
26,25,high_school_microeconomics,high_school_mathematics,BA,A,A,True,,0.2888484001159668,354,2025-07-20T02:48:24.352977,26,high_school_microeconomics
25,27,high_school_mathematics,high_school_physics,AB,A,A,True,,0.19402599334716797,355,2025-07-20T02:48:24.547042,25,high_school_mathematics
27,25,high_school_physics,high_school_mathematics,BA,B,B,True,,0.23837018013000488,356,2025-07-20T02:48:24.785447,25,high_school_mathematics
25,27,high_school_mathematics,high_school_physics,AB,A,A,True,,0.22645902633666992,357,2025-07-20T02:48:25.011942,25,high_school_mathematics
27,25,high_school_physics,high_school_mathematics,BA,B,B,True,,0.22119426727294922,358,2025-07-20T02:48:25.233168,25,high_school_mathematics
25,28,high_school_mathematics,high_school_psychology,AB,A,A,True,,0.3134114742279053,359,2025-07-20T02:48:25.546614,25,high_school_mathematics
28,25,high_school_psychology,high_school_mathematics,BA,A,A,True,,0.23552894592285156,360,2025-07-20T02:48:25.782179,28,high_school_psychology
25,29,high_school_mathematics,high_school_statistics,AB,A,A,True,,0.3450279235839844,361,2025-07-20T02:48:26.127241,25,high_school_mathematics
29,25,high_school_statistics,high_school_mathematics,BA,A,A,True,,0.2861745357513428,362,2025-07-20T02:48:26.413445,29,high_school_statistics
26,27,high_school_microeconomics,high_school_physics,AB,A,A,True,,0.2846653461456299,363,2025-07-20T02:48:26.698139,26,high_school_microeconomics
27,26,high_school_physics,high_school_microeconomics,BA,A,A,True,,0.24042105674743652,364,2025-07-20T02:48:26.938589,27,high_school_physics
26,27,high_school_microeconomics,high_school_physics,AB,A,A,True,,0.2954428195953369,365,2025-07-20T02:48:27.234066,26,high_school_microeconomics
27,26,high_school_physics,high_school_microeconomics,BA,A,A,True,,0.29053544998168945,366,2025-07-20T02:48:27.524633,27,high_school_physics
26,28,high_school_microeconomics,high_school_psychology,AB,A,A,True,,0.2874424457550049,367,2025-07-20T02:48:27.812113,26,high_school_microeconomics
28,26,high_school_psychology,high_school_microeconomics,BA,A,A,True,,0.3308143615722656,368,2025-07-20T02:48:28.142963,28,high_school_psychology
26,28,high_school_microeconomics,high_school_psychology,AB,A,A,True,,0.2739558219909668,369,2025-07-20T02:48:28.416950,26,high_school_microeconomics
28,26,high_school_psychology,high_school_microeconomics,BA,A,A,True,,0.9712114334106445,370,2025-07-20T02:48:29.388194,28,high_school_psychology
26,29,high_school_microeconomics,high_school_statistics,AB,A,A,True,,0.21545004844665527,371,2025-07-20T02:48:29.603671,26,high_school_microeconomics
29,26,high_school_statistics,high_school_microeconomics,BA,A,A,True,,0.35904669761657715,372,2025-07-20T02:48:29.962744,29,high_school_statistics
27,28,high_school_physics,high_school_psychology,AB,A,A,True,,0.2726104259490967,373,2025-07-20T02:48:30.235386,27,high_school_physics
28,27,high_school_psychology,high_school_physics,BA,A,A,True,,0.5278408527374268,374,2025-07-20T02:48:30.763261,28,high_school_psychology
27,28,high_school_physics,high_school_psychology,AB,A,A,True,,0.3247199058532715,375,2025-07-20T02:48:31.088014,27,high_school_physics
28,27,high_school_psychology,high_school_physics,BA,A,A,True,,0.20708513259887695,376,2025-07-20T02:48:31.295134,28,high_school_psychology
27,29,high_school_physics,high_school_statistics,AB,A,A,True,,0.49605727195739746,377,2025-07-20T02:48:31.791222,27,high_school_physics
29,27,high_school_statistics,high_school_physics,BA,A,A,True,,0.39518165588378906,378,2025-07-20T02:48:32.186433,29,high_school_statistics
27,29,high_school_physics,high_school_statistics,AB,A,A,True,,0.27718186378479004,379,2025-07-20T02:48:32.463651,27,high_school_physics
29,27,high_school_statistics,high_school_physics,BA,A,A,True,,0.28669071197509766,380,2025-07-20T02:48:32.750375,29,high_school_statistics
28,29,high_school_psychology,high_school_statistics,AB,A,A,True,,0.2760183811187744,381,2025-07-20T02:48:33.026421,28,high_school_psychology
29,28,high_school_statistics,high_school_psychology,BA,A,A,True,,0.24851250648498535,382,2025-07-20T02:48:33.274968,29,high_school_statistics
28,29,high_school_psychology,high_school_statistics,AB,A,A,True,,0.3428161144256592,383,2025-07-20T02:48:33.617817,28,high_school_psychology
29,28,high_school_statistics,high_school_psychology,BA,A,A,True,,0.2589609622955322,384,2025-07-20T02:48:33.876814,29,high_school_statistics
